cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9875930521091811,0.9754901960784313,1.0,199.0
"CD16-negative, CD56-bright natural killer cell, human",0.9056603773584906,0.935064935064935,0.8780487804878049,82.0
"CD16-positive, CD56-dim natural killer cell, human",0.9578947368421052,0.9479166666666666,0.9680851063829787,376.0
T-helper 22 cell,0.656934306569343,0.6,0.7258064516129032,124.0
"central memory CD4-positive, alpha-beta T cell",0.650887573964497,0.6358381502890174,0.6666666666666666,165.0
"effector CD8-positive, alpha-beta T cell",0.8414096916299559,0.7795918367346939,0.9138755980861244,209.0
"effector memory CD8-positive, alpha-beta T cell",0.7219512195121951,0.7326732673267327,0.7115384615384616,104.0
gamma-delta T cell,0.5148514851485149,0.5591397849462365,0.47706422018348627,109.0
mature NK T cell,0.8181818181818182,0.96,0.7128712871287128,101.0
mucosal invariant T cell,0.6714285714285714,0.7833333333333333,0.5875,80.0
naive B cell,1.0,1.0,1.0,90.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.840937114673243,0.8276699029126213,0.8546365914786967,399.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6788321167883211,0.75,0.62,150.0
